commit_sha,commit_time,release_tag,platform,project,status,error,install_size_bytes,open_time_ms,memory_after_open_bytes,build_time_ms,memory_after_build_bytes,memory_added_by_build_bytes
ed867690202a7ec8449237a11ca7da21af9ac587,2026-03-23T12:28:14Z,1.12.4-alpha,macos-arm64,defold/big-synthetic-project,failed,"timed out waiting for project open; port_file=False; port=None; socket_ready=False; http_ready=False; markers={""project_loaded"": false, ""stage_loaded"": false}",312555397,600000,,,,
